AD | AS6752 | Andorra Telecom
US | AS401874 | UNIVERSAL HEALTH SERVICES
US | AS401875 | UNIVERSAL HEALTH SERVICES
US | AS401879 | RackNode
US | AS401884 | Miya Telecom LLC
US | AS401890 | Hyperflex Broadband LLC
US | AS401891 | AeroSurf
US | AS401894 | /dev/hack
US | AS401898 | Blue Stasis Technology LLC
US | AS401899 | Baer Consulting
US | AS401900 | PROCIRRUS TECHNOLOGIES
US | AS401903 | Crimson Pacific Networks
US | AS401905 | Moonlite AI Inc.
US | AS401908 | ASTRO SHAPES LLC
US | AS401909 | MinRTT Inc
US | AS401911 | MAETRIX COMMUNICATIONS
US | AS401912 | Boulder Valley School District  (BVSD)
US | AS401915 | Garfield School District No. RE-2
US | AS401917 | The State University of New York College of Agriculture and Technology at Cobleskill
US | AS401918 | Humboldt Utilities Broadband
US | AS401920 | Montana Outback Wireless Inc.
US | AS401921 | Grace Money Co.
US | AS401925 | Grapevine Labs LLC
US | AS401927 | NANA NET
US | AS401928 | DFTC
US | AS401929 | Bankai Group Inc
US | AS401930 | New Terminal One
US | AS401932 | Elemono LLC
US | AS401933 | HashIT
US | AS401936 | Valor Holdings LLC
US | AS401939 | NexBank
US | AS401943 | Hornetsecurity
US | AS401944 | Vortex Wireless Internet
US | AS401947 | Triad Pathfinders LLC
US | AS401956 | Federated Mutual Insurance Company
US | AS401963 | VALLEY VIEW HOSPITAL ASSOCIATION
US | AS401965 | Southern Arkansas University
US | AS401967 | Edge Internet Services
US | AS401968 | AptarGroup Inc.
US | AS401974 | Val Verde Unified School District
US | AS401975 | Reaching Across Illinois Library System
US | AS401977 | Sierra Nevada Communications
US | AS401978 | Intrepid Network Group
US | AS401983 | Bingham Memorial Hospital
US | AS401985 | Family Dollar
US | AS401986 | Coherently Inc
US | AS401987 | Samaritan Healthcare
US | AS401988 | 5005 LLC
US | AS401993 | Provocative Science Holdings
US | AS401995 | Arkansas Children's Hospital
US | AS401997 | Arkansas Northeastern College
US | AS401998 | Cirrus Guest Services
US | AS401999 | Fairfax County NCR
US | AS402003 | EZ Game Host
US | AS402004 | Rui Sun
US | AS402008 | L7CORE
US | AS402017 | Radiologic Associates of Fredericksburg
US | AS402019 | Jerome County Idaho
US | AS402020 | Planisys Corp
US | AS402021 | Mt. Wilson Observatory
US | AS402023 | Packet Solutions LLC
US | AS402026 | ASI North America
US | AS402028 | Zephyr Broadband
US | AS402035 | Sergeant Laboratories
US | AS402037 | 2ghz.net LLC
US | AS402038 | Distributed Network Solutions LLC
US | AS402039 | Morgan White Group
US | AS402041 | Trinity Network Solutions
US | AS402056 | WideWired
US | AS402057 | NEURON DC INC
US | AS402058 | QUANTUM
US | AS402059 | Teachers' Retirement System of the City of New York
US | AS402061 | NVRS LINE inc.
US | AS402062 | AUTOMATION EXCHANGE INFRASTRUCTURE LLC
US | AS402063 | XANTIUM CONTRACTCO LLC
US | AS402065 | QVQNETWORK LLC
US | AS402067 | NorthWest Arkansas Community College
US | AS402069 | Moneta Solutions
US | AS402070 | Lone Star Data Ranch LLC
US | AS402072 | OZONTI NETWORK LLC
US | AS402074 | SoftIron
US | AS402076 | Canon Medical Systems USA
US | AS402083 | Solve-All
US | AS402084 | AES Services LLC
US | AS402091 | oknumbers inc
US | AS402092 | WEBSEC
US | AS402094 | SRJK LLC
US | AS402101 | ALLOY
US | AS402106 | ACDev LLC
US | AS402107 | Bitfissure LLC
US | AS402117 | White Tie Productions LLC
US | AS402119 | Nova86
US | AS402122 | SSS.OOO LLC
US | AS402123 | UNMTA LLC
US | AS402127 | Project Takoyaki Technologies
US | AS402128 | PeakFiber Broadband LLC
US | AS402130 | Homemakers Upstate Group
US | AS402133 | NovoServe LLC
US | AS402135 | Citizens Mutual Telephone Cooperative
US | AS402137 | AmayaCloud Inc
US | AS402138 | Apogee Telecom Inc.
US | AS402144 | Networking West Virginia
US | AS402146 | Bold Software Inc
US | AS402147 | Fosdick Fulfillment Corporation
US | AS402149 | WAN2 LLC
US | AS402153 | Quick Tech Results LLC
US | AS402157 | Puppygirl Labs LLC
US | AS402158 | CyberForest
US | AS402159 | Valley FiberCom
US | AS402162 | Benthost LLC
US | AS402163 | SkyVault AI
US | AS402164 | Rofael Aleezada
US | AS402167 | Nebius Inc.
US | AS402169 | Uscloud Inc
US | AS402170 | Valor Holdings LLC
US | AS402171 | Glitch Works
US | AS402173 | I Need Help Alliance
US | AS402174 | Shield ITSM
US | AS402180 | Applied Technology Group Inc.
US | AS402183 | BEAZER GENERAL SERVICES
US | AS402184 | One15 LLC
US | AS402185 | Nova Superior Computing
US | AS402192 | The Nova Telephone Company
US | AS402193 | UInt8
US | AS402195 | Marion General Hospital
US | AS402196 | Ajax Networks
US | AS402197 | Residence Fiber
US | AS402210 | LaChollaNet
US | AS402211 | UNIVERSAL HEALTH SERVICES
US | AS402212 | NicktronicIT LLC
US | AS402213 | Bills stadium and events company llc
US | AS402216 | Town to Farm Fiber
US | AS402217 | Coast Electric
US | AS402219 | The Union River Telephone Company
US | AS402220 | Kirkland & Ellis LLP
US | AS402223 | MOLEX LLC
US | AS402226 | OnlyScans LLC
US | AS402229 | Aria and James
US | AS402230 | Strato Labs Inc
US | AS402232 | ADMA BIOMANUFACTURING
US | AS402234 | LOS ALISOS RANCH COMPANY
US | AS402235 | Unwired Access
US | AS402238 | Van Oss Telegraph and Telephone LLC
US | AS402239 | Techloq Limited
US | AS402240 | Wayfire Technologies LLC
US | AS402242 | Nevada County Fiber Inc.
US | AS402249 | Apogee Telecom Inc.
US | AS402250 | Apogee Telecom Inc.
US | AS402256 | Sean Johns
US | AS402257 | Hubsfera LLC
US | AS402259 | ZT Enterprises LLC
US | AS402260 | University of Colorado Medicine
US | AS402261 | Midwest Hose & Specialty
US | AS402268 | YUGS Networks Ltd.
US | AS402273 | Instantly.ai
US | AS402274 | ZenNet LLC
US | AS402277 | Miller Sports + Entertainment
US | AS402279 | Geoscry Network LLC
US | AS402284 | Lewis County
US | AS402287 | PGAL
US | AS402292 | Fyra Stack LLC
US | AS402302 | HostMyApple Inc.
US | AS402309 | AuroraNetworks LLC
US | AS402316 | ILLUMIO
US | AS402317 | Medical Imaging Associates of Idaho Falls
US | AS402320 | Welch & Company
US | AS402321 | Zenix Solutions
US | AS402327 | Anteris Solutions
US | AS402331 | UNIVERSAL HEALTH SERVICES
US | AS402336 | CHICFINDS INC
US | AS402339 | DisasterTrident Productions LLC
US | AS402344 | XPCTECH LLC
US | AS402347 | Cavnue LLC
US | AS402349 | Gatewaysentry LLC
US | AS402352 | Admail.net
US | AS402356 | Gridprise LLC
US | AS402359 | Goesel.net
US | AS402375 | Kimley-Horn and Associates
US | AS402385 | Spicer Networks
US | AS402387 | JianyueLab
US | AS402389 | Amherst Systems LLC
US | AS402395 | Axion Industries LLC
US | AS402397 | 17 Solutions LLC
US | AS402399 | IRONHOSTING LLC
US | AS402406 | Linq App Inc.
US | AS402410 | Compatible Network
US | AS402411 | Aeryte
US | AS402414 | Northwest Fiberworx
US | AS402423 | Luyani Inc.
US | AS402427 | Nexstar Media Inc.
US | AS402428 | Itsumiku LLC
US | AS402429 | Raff Technologies LLC
US | AS402430 | Hox Point LLC
US | AS402433 | Hourglass ITS LLC
US | AS402438 | Viyu Network Solutions
US | AS402440 | Cyberwolf Industries
US | AS402443 | SimpliFiber
US | AS402444 | Lummi Nation Connect
US | AS402450 | ji's Consulting
US | AS402452 | LX Aer
US | AS402453 | Wealth Technologies LLC
US | AS402455 | Venture Development LLC
US | AS402456 | Bjerkerud
US | AS402460 | University of Arkansas for Medical Sciences
US | AS402461 | KyroTelecom LLC
US | AS402465 | Tahoma Radioelectric LLC
US | AS402467 | Readymag
US | AS402473 | Ruralnet
US | AS402474 | Zachary Lane Messer
US | AS402485 | Adam Maloney Consulting
US | AS402487 | HostCram LLC
US | AS402491 | Certus Tech
US | AS402495 | BSH Enterprises LLC
US | AS402500 | Gecko Consulting LLC
US | AS402511 | XPEERS INC
US | AS402515 | Prototypal
US | AS402530 | Felware
US | AS402547 | J Wynegar Jr Inc
US | AS402548 | MRPOO HOSTING SOCIETY
US | AS402549 | Terraservers Services
US | AS402555 | Rikkia Network L.L.C.
US | AS402565 | JDKL Services LLC
US | AS402570 | PANDA LLC
US | AS402577 | Snark Holding Corp.
US | AS402585 | Digitaino LLC
US | AS402591 | CyberHand
US | AS402600 | UN9 LLC
US | AS402604 | Queensvale Inc
UY | AS1797 | Uruguay
UY | AS6057 | Administracion Nacional de Telecomunicaciones
UY | AS14234 | ZONAMERICA
UY | AS18667 | Web2mil S.A
UY | AS19422 | Telefonica Moviles del Uruguay SA
UY | AS20002 | Telstar S.A.
UY | AS20255 | Tecnowind S.A.
UY | AS27750 | Cooperación Latino Americana de Redes Avanzadas
UY | AS28000 | LACNIC - Latin American and Caribbean IP address
UY | AS30133 | Internet Systems Consortium
UY | AS52224 | LACNIC - Latin American and Caribbean IP address
UY | AS52241 | Lunamen S.A.
UY | AS52366 | Lunamen S.A.
UY | AS61442 | PASWER INTERNATIONAL S.A.
UY | AS61455 | LACTLD - LATIN AMERICAN AND CARIBBEAN TLD ASSOCIATION
UY | AS64135 | Ni Co
UY | AS262439 | AS_ALCANS_SERVICOS
UY | AS263346 | AS263346-FONTE
UY | AS264665 | Servicio Central de Informatica - UdelaR (ccTLD .uy)
UY | AS264845 | LACNIC - Latin American and Caribbean IP address
UY | AS266606 | UNSPECIFIED
UY | AS266886 | HOSTING EN LA WEB S.A.S.
UY | AS268879 | AS268879-FOCONET
UY | AS272687 | G3INFINITY
UY | AS273002 | TRACTORAL SOCIEDAD ANONIMA
UY | AS273004 | MONTE CABLEVIDEO S A
UY | AS273012 | RISELCO SOCIEDAD ANONIMA
UY | AS273105 | VCR VIDEO CABLE RIVERA S.A.
UY | AS273115 | PRAIAMAR SA
UY | AS273519 | AS-ZAAP
UY | AS273854 | TELEMAS SOCIEDAD ANONIMA
UY | AS274012 | TIME TOWER S.A.
UY | AS274201 | PARQUE DE LAS CIENCIAS S.A.
UY | AS274238 | TEVECA S R L
UY | AS274302 | Tecnowind S.A.
UZ | AS8193 | Uzbektelekom"" Joint Stock Company
UZ | AS12365 | ISP Sarkor Telecom
UZ | AS25389 | Amaliy Aloqalar Biznesi Ltd.
UZ | AS28910 | Uzbektelekom"" Joint Stock Company
UZ | AS29385 | BUZTON LLC
UZ | AS31203 | Sharq Telekom CJSC
UZ | AS31492 | UZSCINET
UZ | AS34250 | Uzbektelekom Joint Stock Company
UZ | AS34718 | IST TELEKOM JV LLC
UZ | AS35326 | SUVAN NET LLC
UZ | AS35682 | BEST INTERNET SOLUTION XK
UZ | AS39032 | IST TELEKOM JV LLC
UZ | AS39231 | Digital-Tel Net"" Ltd
UZ | AS39568 | ASIA WIRELESS GROUP MChJ QK
UZ | AS41177 | PE Viktor Tele-Video Servis
UZ | AS41202 | UNITEL LLC
UZ | AS42017 | ARS-INFORM LLC
UZ | AS43060 | IPLUS LLC
UZ | AS43268 | Science Network Solution LLC
UZ | AS43533 | OOO Gals Telecom
UZ | AS43647 | SERVERCORE CIS LLC
UZ | AS47141 | Lit-Tel LLC
UZ | AS47726 | INFOBOX MCHJ
UZ | AS47966 | Koinot-Tv MChJ
UZ | AS48525 | JSC Uzum Bank
UZ | AS48979 | DAVLAT AXBOROT TIZIMLARINI YARATISH VA QO`LLAB QUVATLASH BO`YICHA YAGONA INTEGRATOR-UZINFOCOM LLC
UZ | AS49146 | DosTLink Ltd
UZ | AS49273 | COSCOM Liability Limited Company
UZ | AS49424 | New Line Solutions LLC
UZ | AS49442 | Solar Network Ltd.
UZ | AS49529 | Duplex tel LLC
UZ | AS50025 | Net Television Ltd
UZ | AS50729 | Kron Telecom Network Ltd
UZ | AS50792 | FC LLC Yangi-Group
UZ | AS51503 | DANIEL GROUP TELECOM LLC
UZ | AS51508 | Uzum Technologies FE LLC
UZ | AS56419 | ASIA NETWORK MCHJ
UZ | AS57016 | Inform-Service TV Ltd.
UZ | AS57764 | Flink Ltd.
UZ | AS57975 | ARTV Union Ltd.
UZ | AS58254 | Nano Telecom LLC
UZ | AS58330 | DP AlNet
UZ | AS59668 | Turon Media XK
UZ | AS59706 | RUBICON WIRELESS COMMUNICATION LLC
UZ | AS61019 | Mediabay Asia LLC
UZ | AS61106 | PS Cloud Services LLC
UZ | AS61263 | Modern store group LLC
UZ | AS62447 | Miran Net 4155 MCHJ
UZ | AS64466 | UNIVERSAL MOBILE SYSTEMS LCC
UZ | AS197504 | G-TELL Ltd
UZ | AS197661 | LLC ONE-NET
UZ | AS197984 | State Unitary Enterprise Scientific Engineering and Marketing Researches Center UNICON.UZ
UZ | AS198601 | Inspired LLC
UZ | AS199528 | PE ""AVUBIS-INTERTAINMENT
UZ | AS199755 | ACDN LLC
UZ | AS200204 | A-ZZ-A Service Ltd.
UZ | AS200788 | ISP Salom Telecom
UZ | AS201767 | Uzbektelekom Joint Stock Company
UZ | AS201772 | New Line Group Ltd
UZ | AS202175 | Uzbektelekom Joint Stock Company
UZ | AS202660 | Uzbektelekom"" Joint Stock Company
UZ | AS202763 | INFORMATION TECHNOLOGY CENTER LLC JV
UZ | AS203553 | Optel Plus Ltd.
UZ | AS203912 | Orient Finance Bank PJSC
UZ | AS204336 | Any Mobile Ltd.
UZ | AS205273 | Teleport DC LLC FE
UZ | AS205635 | JSC Octobank
UZ | AS205640 | NOVA GROUP LLC
UZ | AS207154 | PE Luseya Plyus
UZ | AS208831 | Afzal Cloud Technologies LLC
UZ | AS208870 | Orient Group Management MChJ
UZ | AS209033 | CityNet LTD
UZ | AS209078 | AMUDARYO TONER LLC
UZ | AS210390 | Arsenal D Ltd.
UZ | AS210519 | ToshTeleQabul MChJ
UZ | AS210774 | Inha University in Tashkent
UZ | AS211403 | NET ORION COMMUNICATIONS ltd
UZ | AS211433 | Silver Telecom Ltd.
UZ | AS211914 | AER-CA LLC
UZ | AS212082 | JSCB TBC Bank
UZ | AS212089 | COMMON REPUBLICAN PROCESSING CENTER LLC
UZ | AS212444 | Bross Telecom
UZ | AS212860 | AIRNET llc
UZ | AS213029 | PRO DATA-TECH MCHJ
UZ | AS213165 | MYCLOUD LLC
UZ | AS213479 | Cloupard LLC
UZ | AS213528 | Milliy Banklararo Protsessing Markazi AJ
UZ | AS213870 | UZUM MARKET FE LLC
UZ | AS213951 | Globe Cloud LLC
UZ | AS213963 | RAH-SHAH MCHJ
UZ | AS214414 | IPLUS LLC
UZ | AS214694 | TVPLUS LLC
UZ | AS215028 | ITGLOBALCOM U LLC
UZ | AS215222 | Cable and mobile best service MCHJ
UZ | AS215237 | Namangan Kelazhak Kabel Servis MCHJ
UZ | AS215677 | VISOFT LLC
UZ | AS215940 | TEZBULUT LLC
UZ | AS216023 | EAST STARK-TV LLC
UZ | AS216087 | JSCB Uzpromstroybank
UZ | AS216261 | IPAK YOL MChJ
VA | AS8978 | Holy See - Vatican City State
VA | AS61160 | Biblioteca Apostolica Vaticana
VA | AS202865 | Dicastero per la Comunicazione
VA | AS208824 | Pau Cab
VA | AS214962 | Goh Jing Ming
VC | AS46408 | Columbus Communication St. Vincent and the Grenadines Ltd.
VC | AS197528 | Suibian Network LLC
VC | AS398901 | Government of Saint Vincent and the Grenadines - Information Technology Services Division
VE | AS3496 | Maraven
VE | AS6306 | TELEFONICA VENEZOLANA
VE | AS7965 | Universidad Catolica Andres Bello
VE | AS8048 | CANTV Servicios
VE | AS8053 | IFX Networks Venezuela C.A.
VE | AS10293 | CANTV Servicios
VE | AS11562 | Net Uno
VE | AS11694 | Universidad Simon Bolivar
VE | AS17287 | Universidad de Carabobo
VE | AS19192 | Universidad Central de Venezuela
VE | AS19978 | CIRION TECHNOLOGIES ARGENTINA S.A.
VE | AS20312 | Fundación Centro Nacional de Innovación Tecnológica (CENIT)
VE | AS21826 | Corporación Telemic C.A.
VE | AS21980 | Dayco Telecom
VE | AS22313 | SUPERCABLE ALK INTERNATIONAL
VE | AS22726 | C.A. Vencemos
VE | AS23007 | Universidad de Los Andes
VE | AS26194 | 123.com.ve
VE | AS27648 | TELECOMUNICACIONES BANTEL
VE | AS27717 | Corporacion Digitel C.A.
VE | AS27771 | Instituto Venezolano de Investigaciones Cientificas
VE | AS27782 | Electricidad de Caracas
VE | AS27862 | BANESCO BANCO UNIVERSAL
VE | AS27872 | URBE - Universidad Dr. Rafael Belloso
VE | AS27889 | Telecomunicaciones MOVILNET
VE | AS27892 | Universidad del Zulia
VE | AS27893 | Universidad de Carabobo
VE | AS27957 | Banco Mercantil C.A.
VE | AS28012 | BBVA Banco Provincial S.A.
VE | AS28089 | BANCO CENTRAL DE VENEZUELA
VE | AS36165 | ITM TELECOM
VE | AS52281 | PATRIACELL
VE | AS52285 | Ewinet C.A.
VE | AS52386 | Banco Nacional de Credito
VE | AS54235 | Watch Tower Bible and Tract Society of Canada
VE | AS61461 | Airtek Solutions C.A.
VE | AS61471 | CONSEJO NACIONAL ELECTORAL
VE | AS208888 | Four Mirror Advisors
VE | AS262176 | BANCO EXTERIOR
VE | AS262203 | VenSites.com C.A.
VE | AS263182 | Seguros Mercantil
VE | AS263223 | SATELITES Y TELECOMUNICACIONES C.A
VE | AS263701 | RGO SOMOS CABLE
VE | AS263703 | VIGINET C.A
VE | AS263767 | CORPORACIÓN GALA IT
VE | AS263771 | IP NET
VE | AS263806 | GALAXY ENTERTAINMENT DE VENEZUELA
VE | AS264628 | CORPORACION FIBEX TELECOM
VE | AS264660 | MESH COMUNICACIONES C.A.
VE | AS264731 | Corporacion Digitel C.A.
VE | AS264778 | TotalCom Venezuela C.A.
VE | AS264837 | CORPORACION VISUAL NUEVA ESPARTA
VE | AS264844 | INVERSIONES FRITZ 78 C.A.(WIFI SOLUTION)
VE | AS265633 | Comunicaciones Galup C.A
VE | AS265641 | TELECOMUNICACIONES ROCARLI C.A (CIX BROADBAND)
VE | AS265717 | MULTISERVICIOS INTERMAX C.A.
VE | AS266742 | SOLUCIONES DCN NETWORK C.A
VE | AS266809 | NERVICOM
VE | AS266841 | GALANET SOLUTION C.A.
VE | AS267693 | PROYTEL CONNECTIONS C.A
VE | AS267701 | Megadatta
VE | AS267722 | INTERSPEED C.A.
VE | AS267783 | QUALCOM TELESISTEMAS C.A.
VE | AS267789 | TOP COMUNICATIONS ESTEGIA C.A.
VE | AS267809 | 360NET C.A.
VE | AS267811 | FRESH TECHS C.A.
VE | AS267813 | REPRESENTACIONES ABANET
VE | AS267840 | URBALINK NETWORKS
VE | AS267843 | TCA SERVICES C.A.
VE | AS267888 | NODOS DE VENEZUELA C.A.(GLOBAL LINK)
VE | AS267892 | COMISION NACIONAL DE TELECOMUNICACIONES CONATEL (NICVE)
VE | AS269730 | TECNOVEN SERVICES CA
VE | AS269732 | WUIPI TECH CA
VE | AS269738 | CHIRCALNET TELECOM
VE | AS269741 | INVERSIONES RED NET 2030
VE | AS269749 | NETCOM PLUS
VE | AS269750 | Gandalf Comunicaciones C.A.
VE | AS269771 | PRINTER-NET-SERVICE
VE | AS269782 | NETWORK SPEED C.A
VE | AS269788 | DISTRIBUIDORA OFIC TECH DE VENEZUELA C.A.
